depth_km,x1_km,T1_C,x2_km,T2_C,dT_C,dt_Myr,dTdt_C_per_Myr
25.0,1965.0,391.01,1965.0,201.99,-189.02,5.0,-37.807071624
50.0,2033.0,770.95,2032.0,519.41,-251.54,5.0,-50.31208759
75.0,2102.0,1070.65,2101.0,910.15,-160.5,5.0,-32.102608166
