depth_km,x1_km,T1_C,x2_km,T2_C,dT_C,dt_Myr,dTdt_C_per_Myr
25.0,1950.0,396.77,1950.0,229.99,-166.78,5.0,-33.353270091
50.0,1975.0,755.95,1976.0,500.1,-255.85,5.0,-51.165812165
75.0,1994.0,1043.45,1995.0,793.25,-250.2,5.0,-50.035904646
