depth_km,x1_km,T1_C,x2_km,T2_C,dT_C,dt_Myr,dTdt_C_per_Myr
25.0,1950.0,441.04,1950.0,219.97,-221.07,5.001,-44.206152971
50.0,1977.0,825.95,1979.0,508.49,-317.46,5.001,-63.480731542
75.0,1980.0,1006.65,1998.0,798.55,-208.1,5.001,-41.612613349
