depth_km,x1_km,T1_C,x2_km,T2_C,dT_C,dt_Myr,dTdt_C_per_Myr
25.0,1950.0,409.32,1950.0,230.36,-178.96,5.0,-35.788927055
50.0,1975.0,763.65,1976.0,501.01,-262.64,5.0,-52.523490176
75.0,1982.0,993.05,1994.0,828.15,-164.9,5.0,-32.977168481
