depth_km,x1_km,T1_C,x2_km,T2_C,dT_C,dt_Myr,dTdt_C_per_Myr
25.0,1950.0,400.43,1951.0,144.79,-255.64,5.0,-51.124943952
50.0,1984.0,766.45,1986.0,480.15,-286.3,5.0,-57.256577427
75.0,2004.0,931.15,2003.0,671.46,-259.69,5.0,-51.934895536
