run_id,T1_C,T2_C,dT_C,dt_Myr,dTdt_C_per_Myr
100,314.5,160.03,-154.47,5.001,-30.889841132
101,304.51,139.81,-164.7,5.0,-32.938784055
102,321.26,114.4,-206.86,5.0,-41.371120815
103,369.79,151.35,-218.44,5.0,-43.6872258
104,416.18,235.69,-180.49,5.002,-36.083145364
105,326.99,152.1,-174.89,5.0,-34.979345911
106,327.11,122.45,-204.66,5.0,-40.928571287
107,286.22,130.09,-156.13,5.0,-31.226168907
108,341.35,136.98,-204.37,5.0,-40.876007903
109,240.98,111.07,-129.91,5.0,-25.982893259
110,317.28,165.97,-151.31,5.002,-30.25221027
111,291.81,141.83,-149.98,5.0,-29.996185643
112,345.63,227.03,-118.6,5.007,-23.686282024
113,320.72,158.94,-161.78,5.001,-32.346313804
114,345.34,177.96,-167.38,5.0,-33.477479985
115,397.45,253.54,-143.91,4.999,-28.786657346
116,248.37,154.67,-93.7,4.999,-18.742684219
117,446.47,192.59,-253.88,5.001,-50.764492419
118,320.06,143.3,-176.76,5.001,-35.346592623
119,300.0,135.27,-164.73,5.0,-32.945676243
120,313.77,153.48,-160.29,5.0,-32.054972941
121,287.96,120.39,-167.57,5.0,-33.514285058
122,360.81,154.97,-205.84,5.0,-41.17004227
123,255.8,112.17,-143.63,5.0,-28.723486595
124,362.55,128.98,-233.57,5.0,-46.713766249
125,524.47,181.74,-342.73,5.0,-68.547714498
126,270.4,129.38,-141.02,5.0,-28.204585785
127,317.44,159.77,-157.67,5.0,-31.536513734
128,313.93,136.41,-177.52,5.002,-35.49321131
129,434.46,290.66,-143.8,5.002,-28.748665033
130,484.4,219.03,-265.37,5.003,-53.046391545
131,274.14,106.49,-167.65,4.999,-33.534403329
132,339.44,160.33,-179.11,5.001,-35.818334382
133,267.82,113.08,-154.74,5.001,-30.944868173
134,338.77,162.25,-176.52,5.0,-35.303942259
135,385.4,250.05,-135.35,5.0,-27.072144096
136,346.36,169.19,-177.17,5.0,-35.434713834
137,332.94,133.27,-199.67,5.0,-39.933754709
138,296.49,136.48,-160.01,5.001,-31.998697873
139,289.43,112.94,-176.49,5.001,-35.29179074
140,363.3,171.87,-191.43,5.0,-38.28924138
141,NaN,NaN,NaN,NaN,NaN
142,555.98,298.76,-257.22,4.997,-51.47048701
143,397.28,162.8,-234.48,5.0,-46.896123136
144,355.32,175.49,-179.83,4.997,-35.984182817
145,349.09,209.62,-139.47,4.999,-27.899228578
146,295.15,129.12,-166.03,5.0,-33.208413429
147,323.58,152.45,-171.13,5.0,-34.22833554
148,324.79,157.79,-167.0,4.999,-33.405605443
149,328.17,145.77,-182.4,5.0,-36.480854425
150,347.97,134.46,-213.51,5.001,-42.696685234
151,383.17,135.42,-247.75,4.999,-49.556113927
152,472.87,285.23,-187.64,4.999,-37.534571867
153,416.91,226.55,-190.36,4.998,-38.084693913
154,284.27,105.12,-179.15,5.001,-35.825483762
155,635.83,257.43,-378.4,5.0,-75.677191986
156,329.47,127.23,-202.24,5.0,-40.449027093
157,393.19,227.47,-165.72,5.0,-33.144534654
158,473.49,201.24,-272.25,5.0,-54.452949415
159,283.45,117.87,-165.58,5.0,-33.115110679
160,382.91,152.62,-230.29,5.0,-46.059436599
161,305.63,144.45,-161.18,5.001,-32.229801282
162,254.48,115.22,-139.26,5.001,-27.847470495
163,406.48,184.36,-222.12,5.001,-44.412004439
164,380.94,190.54,-190.4,4.999,-38.089643412
165,324.0,150.71,-173.29,5.001,-34.65231446
166,568.96,187.03,-381.93,5.0,-76.382824109
167,252.15,118.43,-133.72,4.999,-26.748353814
168,418.92,163.08,-255.84,5.001,-51.159659247
169,370.46,165.37,-205.09,5.0,-41.018596407
170,255.58,104.92,-150.66,5.0,-30.132011365
171,539.97,251.93,-288.04,4.999,-57.618895381
172,380.56,185.54,-195.02,5.001,-38.998878307
173,259.28,112.13,-147.15,4.999,-29.433030597
174,265.66,120.51,-145.15,5.0,-29.029361787
175,386.45,213.42,-173.03,4.998,-34.619356788
176,248.66,104.9,-143.76,5.0,-28.749611458
177,460.2,293.18,-167.02,4.998,-33.415148582
178,307.61,143.79,-163.82,4.999,-32.770849018
179,356.06,124.37,-231.69,5.0,-46.339283353
180,587.12,222.02,-365.1,5.0,-73.018564516
181,227.74,97.96,-129.78,5.001,-25.952422622
182,273.5,120.75,-152.75,5.0,-30.548324687
183,348.34,157.51,-190.83,5.0,-38.16548542
184,494.28,239.88,-254.4,4.999,-50.889172498
185,246.03,112.96,-133.07,5.0,-26.612854883
186,293.07,150.93,-142.14,5.0,-28.425696389
187,360.18,180.29,-179.89,4.999,-35.982169687
188,447.38,176.37,-271.01,4.999,-54.208723811
189,401.68,273.81,-127.87,4.999,-25.577911013
190,412.39,154.94,-257.45,4.999,-51.495681917
191,315.31,130.14,-185.17,5.001,-37.025025771
192,444.1,183.05,-261.05,4.998,-52.230248917
193,334.97,204.71,-130.26,5.001,-26.049001509
194,338.67,164.75,-173.92,5.001,-34.776266342
195,305.78,133.69,-172.09,5.0,-34.41859613
196,286.64,103.17,-183.47,5.0,-36.696315974
197,373.91,164.7,-209.21,5.0,-41.843026008
198,294.9,120.94,-173.96,5.0,-34.789559378
199,241.51,120.33,-121.18,5.0,-24.23657325
200,336.97,172.85,-164.12,4.999,-32.829627036
201,375.91,174.58,-201.33,5.0,-40.264146802
202,306.22,156.63,-149.59,5.0,-29.920903235
203,335.15,150.98,-184.17,5.0,-36.835994213
204,390.76,178.58,-212.18,5.0,-42.432554732
205,481.18,183.06,-298.12,4.999,-59.63297621
206,364.09,153.89,-210.2,5.0,-42.038455025
207,305.65,132.51,-173.14,4.999,-34.635947202
208,345.88,176.79,-169.09,5.001,-33.810281781
209,385.01,147.27,-237.74,4.999,-47.553699837
210,614.41,294.39,-320.02,4.999,-64.012915131
211,334.84,144.4,-190.44,5.0,-38.088181657
212,365.95,151.35,-214.6,5.0,-42.917600619
213,NaN,NaN,NaN,NaN,NaN
214,286.45,111.32,-175.13,5.0,-35.024508672
215,271.66,124.79,-146.87,5.0,-29.374139478
216,392.85,269.4,-123.45,5.002,-24.678583944
217,417.24,164.26,-252.98,5.001,-50.585427916
218,317.89,111.29,-206.6,5.001,-41.314323862
219,461.26,227.05,-234.21,5.0,-46.840678452
220,408.33,184.1,-224.23,5.0,-44.843913562
221,216.49,88.28,-128.21,5.0,-25.641288937
222,418.58,226.69,-191.89,4.998,-38.38967478
223,385.09,212.88,-172.21,5.0,-34.44437336
224,327.35,130.78,-196.57,5.001,-39.309622805
