depth_km,x1_km,T1_C,x2_km,T2_C,dT_C,dt_Myr,dTdt_C_per_Myr
25.0,1951.0,294.38,1954.0,130.95,-163.43,5.0,-32.683478482
50.0,1993.0,645.17,1997.0,304.33,-340.84,5.0,-68.16274127
75.0,2036.0,990.95,2036.0,462.67,-528.28,5.0,-105.647849308
