depth_km,x1_km,T1_C,x2_km,T2_C,dT_C,dt_Myr,dTdt_C_per_Myr
25.0,1950.0,337.99,1950.0,184.04,-153.95,4.999,-30.798360976
50.0,1984.0,636.22,1985.0,377.57,-258.65,4.999,-51.744047199
75.0,2018.0,945.75,2018.0,679.04,-266.71,4.999,-53.356484936
